run,gate,destination,terminal,walking_speed,congestion,stay_minutes,gate_change,trip_time,buffer,safe
1,GATE_D2,RESTROOM_T7,7,1.41,0.82,5,False,6.66,35,True
2,GATE_A3,RESTROOM_T8,8,1.41,1.33,17,False,19.01,35,True
3,GATE_A1,RESTROOM_T8,8,1.31,0.94,6,False,8.66,35,True
4,GATE_D1,SHAKE_SHACK_T7,7,1.66,0.92,11,True,16.82,35,True
5,GATE_C2,STARBUCKS_T5,5,1.87,1.09,8,False,11.68,35,True
6,GATE_D1,SHAKE_SHACK_T7,7,1.44,1.48,16,False,26.83,35,True
7,GATE_B2,STARBUCKS_T4,4,1.02,0.85,13,False,17.68,35,True
8,GATE_B3,STARBUCKS_T4,4,1.23,1.26,8,False,12.34,35,True
9,GATE_D2,SHAKE_SHACK_T7,7,1.72,1.07,13,False,17.64,35,True
10,GATE_C1,RESTROOM_T5,5,1.13,1.43,10,False,16.1,35,True
11,GATE_A1,RESTROOM_T8,8,1.76,1.44,15,False,18.06,35,True
12,GATE_D2,SHAKE_SHACK_T7,7,1.31,1.5,18,False,26.52,35,True
13,GATE_D2,SHAKE_SHACK_T7,7,1.45,0.93,19,False,23.8,35,True
14,GATE_D1,RESTROOM_T7,7,1.71,1.48,12,False,16.77,35,True
15,GATE_D1,RESTROOM_T7,7,1.6,1.28,17,False,21.41,35,True
16,GATE_D2,RESTROOM_T7,7,1.76,1.49,7,False,9.42,35,True
17,GATE_B3,MC_DONALDS_T4,4,1.58,0.93,18,False,22.95,35,True
18,GATE_B2,MC_DONALDS_T4,4,1.44,1.08,16,False,24.22,35,True
19,GATE_B1,RESTROOM_T4,4,1.47,0.96,19,False,21.53,35,True
20,GATE_A2,STARBUCKS_T8,8,1.7,1.01,6,False,10.66,35,True
21,GATE_A3,RESTROOM_T8,8,1.88,1.05,18,False,19.19,35,True
22,GATE_D2,RESTROOM_T7,7,1.25,1.27,6,False,8.91,35,True
23,GATE_C1,STARBUCKS_T5,5,1.38,1.19,13,False,20.73,35,True
24,GATE_D1,RESTROOM_T7,7,1.21,1.32,10,False,16.0,35,True
25,GATE_A2,STARBUCKS_T8,8,1.46,0.89,12,False,16.85,35,True
26,GATE_B3,MC_DONALDS_T4,4,0.98,0.94,19,False,27.09,35,True
27,GATE_A3,STARBUCKS_T8,8,1.34,1.44,5,False,11.38,35,True
28,GATE_D2,RESTROOM_T7,7,1.33,1.03,5,True,7.23,35,True
29,GATE_B3,STARBUCKS_T4,4,1.31,0.97,11,False,14.12,35,True
30,GATE_D1,SHAKE_SHACK_T7,7,1.15,0.99,12,False,21.07,35,True
31,GATE_A3,RESTROOM_T8,8,1.39,0.96,19,False,20.48,35,True
32,GATE_A2,RESTROOM_T8,8,1.34,1.05,6,False,7.52,35,True
33,GATE_A3,RESTROOM_T8,8,1.44,1.19,9,False,10.76,35,True
34,GATE_A1,STARBUCKS_T8,8,1.59,1.0,19,False,25.32,35,True
35,GATE_D2,SHAKE_SHACK_T7,7,1.35,1.38,7,False,14.64,35,True
36,GATE_B2,STARBUCKS_T4,4,1.05,1.28,13,False,19.94,35,True
37,GATE_C1,DUNKIN_T5,5,1.51,1.49,9,False,20.7,35,True
38,GATE_D2,SHAKE_SHACK_T7,7,1.5,0.94,19,False,23.68,35,True
39,GATE_B2,MC_DONALDS_T4,4,1.47,1.0,9,False,16.46,35,True
40,GATE_B1,STARBUCKS_T4,4,1.53,0.96,16,False,20.9,35,True
41,GATE_C1,STARBUCKS_T5,5,1.91,0.9,13,False,17.24,35,True
42,GATE_D1,SHAKE_SHACK_T7,7,1.23,0.95,9,False,17.16,35,True
43,GATE_D2,RESTROOM_T7,7,1.73,1.07,6,False,7.77,35,True
44,GATE_D1,RESTROOM_T7,7,1.1,1.45,11,False,18.3,35,True
45,GATE_C1,RESTROOM_T5,5,1.18,1.23,14,False,18.99,35,True
46,GATE_D1,RESTROOM_T7,7,1.37,1.27,18,True,23.09,35,True
47,GATE_C2,STARBUCKS_T5,5,1.65,1.19,7,False,11.51,35,True
48,GATE_D1,SHAKE_SHACK_T7,7,1.61,1.43,6,False,15.38,35,True
49,GATE_B1,STARBUCKS_T4,4,1.48,0.82,13,True,17.31,35,True
50,GATE_A2,RESTROOM_T8,8,1.25,1.14,10,False,11.78,35,True
51,GATE_B1,STARBUCKS_T4,4,1.62,1.29,18,True,24.17,35,True
52,GATE_C2,RESTROOM_T5,5,1.32,1.05,13,False,15.28,35,True
53,GATE_C2,RESTROOM_T5,5,1.43,0.81,19,False,20.61,35,True
54,GATE_A1,STARBUCKS_T8,8,1.8,0.83,15,False,19.6,35,True
55,GATE_A1,STARBUCKS_T8,8,1.7,1.35,15,False,22.99,35,True
56,GATE_D1,SHAKE_SHACK_T7,7,1.53,1.25,16,False,24.59,35,True
57,GATE_B2,STARBUCKS_T4,4,1.55,1.07,18,False,21.93,35,True
58,GATE_A3,STARBUCKS_T8,8,1.65,1.42,9,False,14.12,35,True
59,GATE_C2,RESTROOM_T5,5,1.33,0.83,7,False,8.77,35,True
60,GATE_C1,STARBUCKS_T5,5,1.59,1.05,13,False,18.93,35,True
61,GATE_A2,RESTROOM_T8,8,1.4,1.2,16,False,17.67,35,True
62,GATE_C2,RESTROOM_T5,5,1.49,0.81,16,False,17.55,35,True
63,GATE_B1,RESTROOM_T4,4,1.83,1.05,17,False,19.23,35,True
64,GATE_C2,STARBUCKS_T5,5,1.62,1.0,20,True,23.88,35,True
65,GATE_D1,RESTROOM_T7,7,1.21,0.86,5,False,8.93,35,True
66,GATE_D1,SHAKE_SHACK_T7,7,1.1,1.04,17,False,26.99,35,True
67,GATE_D2,SHAKE_SHACK_T7,7,1.61,1.08,9,False,13.98,35,True
68,GATE_D2,SHAKE_SHACK_T7,7,1.47,1.26,9,False,15.42,35,True
69,GATE_D2,SHAKE_SHACK_T7,7,1.3,1.02,14,False,19.85,35,True
70,GATE_A2,RESTROOM_T8,8,1.63,0.83,15,False,15.99,35,True
71,GATE_D1,RESTROOM_T7,7,1.35,1.45,11,True,16.91,35,True
72,GATE_D2,SHAKE_SHACK_T7,7,1.64,1.36,17,True,23.16,35,True
73,GATE_A1,RESTROOM_T8,8,0.88,1.04,15,False,19.42,35,True
74,GATE_B3,STARBUCKS_T4,4,1.84,1.17,13,False,15.69,35,True
75,GATE_B2,STARBUCKS_T4,4,1.56,1.31,7,False,11.76,35,True
76,GATE_D1,SHAKE_SHACK_T7,7,1.1,1.08,7,False,17.4,35,True
77,GATE_A1,STARBUCKS_T8,8,1.3,1.44,14,True,25.06,35,True
78,GATE_B1,MC_DONALDS_T4,4,1.59,1.23,11,False,21.56,35,True
79,GATE_D1,RESTROOM_T7,7,1.68,1.24,6,False,10.06,35,True
80,GATE_D2,SHAKE_SHACK_T7,7,1.62,1.49,13,False,19.85,35,True
81,GATE_D1,RESTROOM_T7,7,1.63,0.99,5,True,8.34,35,True
82,GATE_D2,SHAKE_SHACK_T7,7,1.53,1.27,20,False,26.2,35,True
83,GATE_D2,SHAKE_SHACK_T7,7,1.49,1.37,6,False,12.87,35,True
84,GATE_A2,RESTROOM_T8,8,0.5,1.26,6,False,10.91,35,True
85,GATE_C2,DUNKIN_T5,5,1.16,1.18,7,False,16.05,35,True
86,GATE_C2,RESTROOM_T5,5,0.79,0.92,8,False,11.32,35,True
87,GATE_A3,STARBUCKS_T8,8,1.53,1.3,9,False,14.06,35,True
88,GATE_D1,RESTROOM_T7,7,1.47,0.91,8,True,11.44,35,True
89,GATE_B2,RESTROOM_T4,4,1.62,1.37,13,False,14.78,35,True
90,GATE_A1,RESTROOM_T8,8,1.23,1.06,20,False,23.2,35,True
91,GATE_A1,STARBUCKS_T8,8,1.65,1.24,8,False,15.54,35,True
92,GATE_D1,RESTROOM_T7,7,1.55,1.2,12,False,16.27,35,True
93,GATE_B1,STARBUCKS_T4,4,1.37,1.39,9,False,16.91,35,True
94,GATE_D2,RESTROOM_T7,7,1.11,0.8,14,False,16.06,35,True
95,GATE_D1,SHAKE_SHACK_T7,7,1.44,1.12,9,False,17.19,35,True
96,GATE_C3,DUNKIN_T5,5,1.5,1.21,9,False,13.88,35,True
97,GATE_A3,STARBUCKS_T8,8,1.9,1.06,12,True,15.31,35,True
98,GATE_D2,RESTROOM_T7,7,1.65,0.81,13,False,14.41,35,True
99,GATE_B2,MC_DONALDS_T4,4,1.28,1.36,8,True,19.72,35,True
100,GATE_B1,STARBUCKS_T4,4,1.27,1.3,15,False,23.01,35,True
101,GATE_A3,RESTROOM_T8,8,1.11,1.11,8,False,10.15,35,True
102,GATE_D1,RESTROOM_T7,7,1.18,1.44,14,False,20.72,35,True
103,GATE_B1,RESTROOM_T4,4,1.64,1.11,15,True,17.63,35,True
104,GATE_A1,STARBUCKS_T8,8,1.42,1.0,16,False,23.1,35,True
105,GATE_A3,RESTROOM_T8,8,1.31,1.2,17,True,18.96,35,True
106,GATE_A1,RESTROOM_T8,8,1.43,0.99,5,False,7.56,35,True
107,GATE_A3,RESTROOM_T8,8,1.53,0.9,19,False,20.25,35,True
108,GATE_D1,RESTROOM_T7,7,1.75,0.99,17,False,20.14,35,True
109,GATE_C2,STARBUCKS_T5,5,1.02,1.37,19,False,27.46,35,True
110,GATE_C3,DUNKIN_T5,5,1.07,0.95,12,False,17.33,35,True
111,GATE_B1,MC_DONALDS_T4,4,1.65,1.49,5,False,17.3,35,True
112,GATE_C2,DUNKIN_T5,5,1.3,0.95,15,False,21.54,35,True
113,GATE_C1,STARBUCKS_T5,5,1.46,0.98,13,False,18.98,35,True
114,GATE_B1,STARBUCKS_T4,4,1.02,1.36,8,False,18.31,35,True
115,GATE_B3,STARBUCKS_T4,4,1.36,1.0,13,False,16.09,35,True
116,GATE_D1,RESTROOM_T7,7,1.63,1.36,14,False,18.61,35,True
117,GATE_A3,RESTROOM_T8,8,1.59,0.9,10,False,11.21,35,True
118,GATE_A2,RESTROOM_T8,8,1.46,1.26,10,False,11.67,35,True
119,GATE_B3,STARBUCKS_T4,4,1.76,1.13,11,True,13.71,35,True
120,GATE_B1,STARBUCKS_T4,4,1.41,0.91,9,True,14.06,35,True
121,GATE_B3,RESTROOM_T4,4,1.67,1.0,7,False,8.7,35,True
122,GATE_A2,STARBUCKS_T8,8,1.49,1.37,11,False,18.3,35,True
123,GATE_B2,STARBUCKS_T4,4,1.66,1.15,15,False,18.92,35,True
124,GATE_C3,STARBUCKS_T5,5,1.7,1.34,8,False,11.21,35,True
125,GATE_A3,STARBUCKS_T8,8,1.42,1.33,8,False,13.57,35,True
126,GATE_C3,DUNKIN_T5,5,2.03,1.47,15,False,19.37,35,True
127,GATE_D2,RESTROOM_T7,7,1.78,0.83,11,False,12.34,35,True
128,GATE_D2,SHAKE_SHACK_T7,7,1.3,1.31,10,False,17.48,35,True
129,GATE_A2,RESTROOM_T8,8,1.33,1.26,8,False,9.85,35,True
130,GATE_A2,RESTROOM_T8,8,1.31,1.15,5,False,6.7,35,True
131,GATE_B1,STARBUCKS_T4,4,1.68,0.98,11,True,15.52,35,True
132,GATE_A1,STARBUCKS_T8,8,1.56,1.08,20,False,26.95,35,True
133,GATE_C2,STARBUCKS_T5,5,1.87,1.03,13,True,16.45,35,True
134,GATE_D2,RESTROOM_T7,7,1.29,1.49,19,False,22.33,35,True
135,GATE_A1,STARBUCKS_T8,8,1.44,1.36,8,True,17.47,35,True
136,GATE_B2,STARBUCKS_T4,4,1.24,1.06,6,False,10.86,35,True
137,GATE_B1,STARBUCKS_T4,4,1.52,1.25,14,False,20.4,35,True
138,GATE_D1,SHAKE_SHACK_T7,7,1.3,1.17,18,False,27.52,35,True
139,GATE_B3,MC_DONALDS_T4,4,1.17,1.15,10,False,18.27,35,True
140,GATE_A2,STARBUCKS_T8,8,1.63,1.44,9,False,15.95,35,True
141,GATE_B1,STARBUCKS_T4,4,1.24,1.09,18,False,24.81,35,True
142,GATE_B2,MC_DONALDS_T4,4,1.37,1.35,6,False,16.8,35,True
143,GATE_B1,STARBUCKS_T4,4,1.68,0.91,10,False,14.22,35,True
144,GATE_D1,RESTROOM_T7,7,1.08,1.17,17,False,22.96,35,True
145,GATE_A3,STARBUCKS_T8,8,1.57,1.18,20,False,24.44,35,True
146,GATE_A2,RESTROOM_T8,8,1.56,1.03,6,False,7.28,35,True
147,GATE_C2,RESTROOM_T5,5,1.61,0.84,8,False,9.49,35,True
148,GATE_C2,DUNKIN_T5,5,1.1,0.83,8,False,14.69,35,True
149,GATE_C1,RESTROOM_T5,5,1.21,1.03,18,False,22.09,35,True
150,GATE_D1,SHAKE_SHACK_T7,7,1.64,1.47,8,False,17.49,35,True
151,GATE_D1,SHAKE_SHACK_T7,7,1.61,0.96,13,False,19.3,35,True
152,GATE_A3,STARBUCKS_T8,8,1.68,1.02,11,False,14.61,35,True
153,GATE_C3,RESTROOM_T5,5,1.34,0.84,16,False,18.1,35,True
154,GATE_A2,RESTROOM_T8,8,1.45,1.09,7,False,8.47,35,True
155,GATE_A1,STARBUCKS_T8,8,1.13,0.86,9,False,16.66,35,True
156,GATE_A3,RESTROOM_T8,8,1.37,1.18,10,False,11.84,35,True
157,GATE_A3,RESTROOM_T8,8,1.04,1.04,20,True,22.14,35,True
158,GATE_A3,RESTROOM_T8,8,1.52,1.13,6,False,7.59,35,True
159,GATE_A3,STARBUCKS_T8,8,1.49,0.81,15,False,18.21,35,True
160,GATE_A3,STARBUCKS_T8,8,1.32,1.34,19,False,25.02,35,True
161,GATE_D2,RESTROOM_T7,7,1.42,1.07,20,False,22.15,35,True
162,GATE_B2,RESTROOM_T4,4,1.21,0.95,13,False,14.66,35,True
163,GATE_B2,STARBUCKS_T4,4,1.77,1.34,9,False,13.29,35,True
164,GATE_A2,STARBUCKS_T8,8,1.09,1.17,19,False,27.42,35,True
165,GATE_C3,RESTROOM_T5,5,1.6,1.03,18,False,20.16,35,True
166,GATE_A1,STARBUCKS_T8,8,1.33,1.34,17,False,27.12,35,True
167,GATE_C3,RESTROOM_T5,5,1.9,1.28,10,False,12.24,35,True
168,GATE_D1,SHAKE_SHACK_T7,7,1.6,0.98,8,False,14.47,35,True
169,GATE_A3,RESTROOM_T8,8,1.35,1.47,10,False,12.33,35,True
170,GATE_B1,RESTROOM_T4,4,0.96,1.29,8,False,13.22,35,True
171,GATE_C3,STARBUCKS_T5,5,1.43,1.3,10,False,13.7,35,True
172,GATE_B3,RESTROOM_T4,4,1.13,0.92,5,False,7.29,35,True
173,GATE_A1,STARBUCKS_T8,8,1.76,1.45,14,False,22.22,35,True
174,GATE_A2,STARBUCKS_T8,8,1.38,0.8,15,False,19.58,35,True
175,GATE_C3,DUNKIN_T5,5,1.67,1.22,14,False,18.38,35,True
176,GATE_C2,STARBUCKS_T5,5,1.11,1.49,16,False,24.4,35,True
177,GATE_A3,RESTROOM_T8,8,1.14,1.19,9,False,11.22,35,True
178,GATE_A3,STARBUCKS_T8,8,1.3,0.9,13,False,17.09,35,True
179,GATE_D2,RESTROOM_T7,7,1.14,1.49,19,False,22.73,35,True
180,GATE_D1,RESTROOM_T7,7,1.04,1.22,6,False,12.45,35,True
181,GATE_C2,STARBUCKS_T5,5,1.08,1.39,20,False,28.05,35,True
182,GATE_D1,RESTROOM_T7,7,1.48,1.32,6,False,10.93,35,True
183,GATE_C1,DUNKIN_T5,5,1.29,0.83,19,True,26.58,35,True
184,GATE_C1,STARBUCKS_T5,5,1.97,1.41,20,False,26.41,35,True
185,GATE_C2,DUNKIN_T5,5,2.04,1.31,17,False,22.73,35,True
186,GATE_D1,SHAKE_SHACK_T7,7,1.49,0.85,19,False,24.99,35,True
187,GATE_C3,RESTROOM_T5,5,1.44,0.83,17,True,18.93,35,True
188,GATE_B2,MC_DONALDS_T4,4,1.04,1.17,6,False,18.44,35,True
189,GATE_C3,RESTROOM_T5,5,1.28,1.2,7,False,10.14,35,True
190,GATE_B3,STARBUCKS_T4,4,1.4,1.45,10,True,14.36,35,True
191,GATE_C1,DUNKIN_T5,5,1.46,0.99,17,True,25.04,35,True
192,GATE_A2,RESTROOM_T8,8,1.7,0.98,18,False,19.12,35,True
193,GATE_B3,MC_DONALDS_T4,4,1.7,1.11,14,False,19.51,35,True
194,GATE_B3,MC_DONALDS_T4,4,1.17,1.01,5,False,12.34,35,True
195,GATE_D1,RESTROOM_T7,7,1.42,1.23,13,False,17.76,35,True
196,GATE_D2,RESTROOM_T7,7,1.62,0.92,11,False,12.62,35,True
197,GATE_D2,RESTROOM_T7,7,1.39,1.24,5,False,7.57,35,True
198,GATE_A3,STARBUCKS_T8,8,1.46,1.23,14,False,18.97,35,True
199,GATE_C1,STARBUCKS_T5,5,1.25,0.81,15,False,20.85,35,True
200,GATE_A1,RESTROOM_T8,8,1.68,0.87,17,False,18.94,35,True
201,GATE_C1,RESTROOM_T5,5,1.34,0.97,15,True,18.48,35,True
202,GATE_A3,RESTROOM_T8,8,1.53,1.38,6,False,7.92,35,True
203,GATE_D1,SHAKE_SHACK_T7,7,1.07,0.86,6,False,14.49,35,True
204,GATE_A2,STARBUCKS_T8,8,1.45,1.23,9,False,15.68,35,True
205,GATE_A1,STARBUCKS_T8,8,1.45,0.92,6,False,12.36,35,True
206,GATE_A3,STARBUCKS_T8,8,1.12,1.32,9,False,15.95,35,True
207,GATE_C2,STARBUCKS_T5,5,1.35,1.46,18,False,24.84,35,True
208,GATE_A3,STARBUCKS_T8,8,1.37,1.36,13,False,18.9,35,True
209,GATE_C3,STARBUCKS_T5,5,1.39,1.13,5,False,8.31,35,True
210,GATE_C1,DUNKIN_T5,5,1.4,1.38,16,False,27.65,35,True
211,GATE_D2,RESTROOM_T7,7,1.22,1.05,15,True,17.47,35,True
212,GATE_A3,RESTROOM_T8,8,1.54,1.02,14,True,15.41,35,True
213,GATE_C3,DUNKIN_T5,5,1.3,1.01,18,False,22.7,35,True
214,GATE_D2,RESTROOM_T7,7,1.26,1.21,6,False,8.74,35,True
215,GATE_A1,STARBUCKS_T8,8,1.22,1.21,19,False,28.91,35,True
216,GATE_C1,RESTROOM_T5,5,0.9,1.5,5,True,13.04,35,True
217,GATE_C1,DUNKIN_T5,5,1.21,1.39,11,False,24.61,35,True
218,GATE_D1,RESTROOM_T7,7,1.19,1.31,7,False,13.06,35,True
219,GATE_D2,RESTROOM_T7,7,1.32,0.99,17,False,19.15,35,True
220,GATE_A3,RESTROOM_T8,8,1.05,1.42,7,False,9.88,35,True
221,GATE_C1,STARBUCKS_T5,5,0.98,1.24,13,False,24.38,35,True
222,GATE_A1,RESTROOM_T8,8,1.46,1.26,13,False,16.2,35,True
223,GATE_C1,DUNKIN_T5,5,1.32,1.42,12,False,24.72,35,True
224,GATE_C3,DUNKIN_T5,5,1.0,0.87,13,True,18.19,35,True
225,GATE_B2,STARBUCKS_T4,4,1.19,1.43,8,False,14.78,35,True
226,GATE_C2,STARBUCKS_T5,5,1.02,1.17,11,False,18.23,35,True
227,GATE_C1,DUNKIN_T5,5,1.57,0.94,20,False,27.07,35,True
228,GATE_A2,RESTROOM_T8,8,1.11,1.36,10,False,12.38,35,True
229,GATE_B1,STARBUCKS_T4,4,1.56,0.88,20,True,24.4,35,True
230,GATE_C2,RESTROOM_T5,5,1.17,1.38,5,False,8.36,35,True
231,GATE_C2,RESTROOM_T5,5,1.4,0.96,14,False,15.94,35,True
232,GATE_C1,RESTROOM_T5,5,1.45,1.32,19,False,23.39,35,True
233,GATE_A1,RESTROOM_T8,8,1.0,1.03,14,False,17.85,35,True
234,GATE_D2,SHAKE_SHACK_T7,7,1.38,1.42,9,False,16.66,35,True
235,GATE_A3,RESTROOM_T8,8,1.48,1.23,18,False,19.78,35,True
236,GATE_A3,RESTROOM_T8,8,1.59,1.28,6,True,7.71,35,True
237,GATE_C2,DUNKIN_T5,5,1.47,0.85,19,True,24.16,35,True
238,GATE_B3,RESTROOM_T4,4,1.38,1.06,19,False,21.18,35,True
239,GATE_B2,STARBUCKS_T4,4,1.24,0.82,5,False,8.76,35,True
240,GATE_B2,RESTROOM_T4,4,1.22,0.81,15,False,16.4,35,True
241,GATE_A3,RESTROOM_T8,8,1.5,1.47,19,False,21.1,35,True
242,GATE_B3,MC_DONALDS_T4,4,1.73,0.92,5,False,9.51,35,True
243,GATE_C3,DUNKIN_T5,5,1.18,0.87,11,False,15.4,35,True
244,GATE_D1,SHAKE_SHACK_T7,7,1.64,1.03,8,False,14.62,35,True
245,GATE_B1,MC_DONALDS_T4,4,1.0,1.24,16,True,32.89,35,True
246,GATE_C1,DUNKIN_T5,5,1.51,1.26,14,True,23.86,35,True
247,GATE_A2,RESTROOM_T8,8,1.86,1.23,15,False,16.28,35,True
248,GATE_C2,RESTROOM_T5,5,1.1,1.19,20,False,23.08,35,True
249,GATE_D1,SHAKE_SHACK_T7,7,1.04,0.83,19,False,27.45,35,True
250,GATE_B2,STARBUCKS_T4,4,1.22,1.23,7,False,12.72,35,True
251,GATE_B3,RESTROOM_T4,4,1.6,1.26,6,False,8.22,35,True
252,GATE_A3,RESTROOM_T8,8,1.79,1.18,10,True,11.41,35,True
253,GATE_B1,RESTROOM_T4,4,1.45,1.06,13,False,15.84,35,True
254,GATE_D2,RESTROOM_T7,7,1.53,1.12,20,False,22.1,35,True
255,GATE_B2,RESTROOM_T4,4,1.52,1.25,14,False,15.74,35,True
256,GATE_C1,DUNKIN_T5,5,1.69,0.89,16,False,22.26,35,True
257,GATE_B2,MC_DONALDS_T4,4,1.73,1.19,5,True,12.53,35,True
258,GATE_D2,SHAKE_SHACK_T7,7,1.66,0.94,19,False,23.23,35,True
259,GATE_C2,STARBUCKS_T5,5,1.96,0.99,10,True,13.18,35,True
260,GATE_C2,STARBUCKS_T5,5,1.37,1.44,12,False,18.61,35,True
261,GATE_C2,RESTROOM_T5,5,1.19,1.43,8,True,11.42,35,True
262,GATE_C2,STARBUCKS_T5,5,1.39,0.84,13,False,16.79,35,True
263,GATE_D2,SHAKE_SHACK_T7,7,1.32,0.92,17,False,22.16,35,True
264,GATE_A1,STARBUCKS_T8,8,1.2,0.94,6,False,13.87,35,True
265,GATE_B3,STARBUCKS_T4,4,1.23,1.43,6,False,10.93,35,True
266,GATE_D1,SHAKE_SHACK_T7,7,1.39,0.99,11,False,18.5,35,True
267,GATE_A1,STARBUCKS_T8,8,1.38,1.33,13,False,22.66,35,True
268,GATE_A1,RESTROOM_T8,8,1.5,0.8,11,False,12.99,35,True
269,GATE_B1,MC_DONALDS_T4,4,0.97,1.2,18,False,34.8,35,True
270,GATE_D2,SHAKE_SHACK_T7,7,1.43,0.9,16,False,20.71,35,True
271,GATE_C1,RESTROOM_T5,5,1.25,0.97,13,False,16.73,35,True
272,GATE_A3,RESTROOM_T8,8,1.54,1.41,14,False,15.95,35,True
273,GATE_A3,STARBUCKS_T8,8,1.18,1.46,14,False,21.34,35,True
274,GATE_C1,RESTROOM_T5,5,1.11,1.39,20,False,26.01,35,True
275,GATE_D2,SHAKE_SHACK_T7,7,1.24,1.27,11,True,18.62,35,True
276,GATE_A1,STARBUCKS_T8,8,1.42,1.32,7,False,16.28,35,True
277,GATE_A1,RESTROOM_T8,8,1.55,1.3,14,False,17.11,35,True
278,GATE_D2,RESTROOM_T7,7,1.08,0.84,11,False,13.24,35,True
279,GATE_C2,RESTROOM_T5,5,1.37,1.05,11,False,13.19,35,True
280,GATE_C2,STARBUCKS_T5,5,0.81,0.97,7,False,14.57,35,True
281,GATE_A3,RESTROOM_T8,8,1.25,1.21,7,False,9.06,35,True
282,GATE_B3,MC_DONALDS_T4,4,0.94,1.32,15,False,26.86,35,True
283,GATE_B1,MC_DONALDS_T4,4,1.22,1.19,17,True,30.3,35,True
284,GATE_A3,STARBUCKS_T8,8,1.07,1.43,14,False,21.91,35,True
285,GATE_C1,DUNKIN_T5,5,1.33,1.04,19,False,28.23,35,True
286,GATE_B3,RESTROOM_T4,4,1.5,1.15,14,False,16.17,35,True
287,GATE_C1,DUNKIN_T5,5,1.12,1.32,20,False,33.89,35,True
288,GATE_C1,RESTROOM_T5,5,1.32,0.93,8,False,11.4,35,True
289,GATE_C2,RESTROOM_T5,5,0.93,1.17,11,False,14.58,35,True
290,GATE_C2,STARBUCKS_T5,5,1.54,1.21,12,True,16.94,35,True
291,GATE_D2,SHAKE_SHACK_T7,7,1.13,1.35,11,True,19.89,35,True
292,GATE_C2,STARBUCKS_T5,5,1.94,0.99,9,False,12.2,35,True
293,GATE_C1,DUNKIN_T5,5,1.3,0.83,19,False,26.56,35,True
294,GATE_C3,RESTROOM_T5,5,1.39,1.1,14,False,16.64,35,True
295,GATE_B2,STARBUCKS_T4,4,1.61,1.06,10,True,13.72,35,True
296,GATE_C2,DUNKIN_T5,5,1.25,1.46,19,False,29.42,35,True
297,GATE_B3,MC_DONALDS_T4,4,1.45,0.86,17,False,22.02,35,True
298,GATE_A2,RESTROOM_T8,8,1.51,1.16,9,False,10.5,35,True
299,GATE_B2,MC_DONALDS_T4,4,1.09,1.1,18,False,29.07,35,True
300,GATE_A2,RESTROOM_T8,8,0.78,0.92,15,False,17.29,35,True
301,GATE_D2,SHAKE_SHACK_T7,7,1.43,1.0,12,True,17.22,35,True
302,GATE_A3,STARBUCKS_T8,8,1.39,1.42,11,False,17.06,35,True
303,GATE_A3,STARBUCKS_T8,8,1.55,0.91,12,False,15.49,35,True
304,GATE_C1,RESTROOM_T5,5,1.1,1.42,9,False,15.19,35,True
305,GATE_D1,RESTROOM_T7,7,1.38,1.34,13,False,18.36,35,True
306,GATE_B3,STARBUCKS_T4,4,1.49,1.18,16,False,19.33,35,True
307,GATE_C2,DUNKIN_T5,5,1.79,0.88,17,True,21.36,35,True
308,GATE_D2,RESTROOM_T7,7,1.87,1.3,5,True,6.99,35,True
309,GATE_D2,RESTROOM_T7,7,1.15,1.44,9,False,12.59,35,True
310,GATE_C2,RESTROOM_T5,5,1.45,1.06,12,False,14.08,35,True
311,GATE_C1,DUNKIN_T5,5,1.53,1.12,5,False,13.68,35,True
312,GATE_C3,STARBUCKS_T5,5,1.53,1.13,19,False,22.0,35,True
313,GATE_D2,SHAKE_SHACK_T7,7,1.41,1.07,13,False,18.67,35,True
314,GATE_B3,MC_DONALDS_T4,4,1.41,1.2,20,False,27.21,35,True
315,GATE_B1,RESTROOM_T4,4,1.23,1.42,9,False,13.5,35,True
316,GATE_A3,RESTROOM_T8,8,1.45,0.93,18,False,19.36,35,True
317,GATE_D2,SHAKE_SHACK_T7,7,1.37,0.88,7,False,11.8,35,True
318,GATE_C2,STARBUCKS_T5,5,1.04,1.16,15,False,22.05,35,True
319,GATE_D2,SHAKE_SHACK_T7,7,1.36,1.0,10,False,15.49,35,True
320,GATE_A1,STARBUCKS_T8,8,1.5,0.86,11,False,16.73,35,True
321,GATE_A3,RESTROOM_T8,8,1.07,0.82,14,True,15.64,35,True
322,GATE_D2,SHAKE_SHACK_T7,7,1.16,0.99,20,False,26.36,35,True
323,GATE_A3,STARBUCKS_T8,8,1.31,1.42,17,True,23.41,35,True
324,GATE_B1,STARBUCKS_T4,4,1.54,1.4,19,False,26.05,35,True
325,GATE_B1,MC_DONALDS_T4,4,1.31,1.32,18,False,31.7,35,True
326,GATE_D2,RESTROOM_T7,7,1.62,1.31,16,False,18.32,35,True
327,GATE_A2,STARBUCKS_T8,8,1.5,1.09,7,False,12.77,35,True
328,GATE_C3,STARBUCKS_T5,5,1.31,1.04,17,False,20.23,35,True
329,GATE_C3,DUNKIN_T5,5,1.65,0.93,13,False,16.41,35,True
330,GATE_C1,RESTROOM_T5,5,1.7,1.34,6,False,9.79,35,True
331,GATE_D2,RESTROOM_T7,7,1.48,1.34,11,False,13.59,35,True
332,GATE_B3,STARBUCKS_T4,4,1.73,1.27,14,False,17.09,35,True
